author,comment,sentiment,positive_score,negative_score,sentiment_score,channel,title
succmabrownfluffyass,"Baru ngerasain jir lagi nyalip truk tiba tiba brebet padahal gak nyampe 60kmpj, mana lagi di jalan provinsi yang banyak mobil mobil gede. Untung aja dibelakang gak ada mobil atau motor.

Lokasi Karawang Jabar",netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
ekoyuwono6664,kalau kualitas tetap seperti ini mending ganti ke pom swasta aja....,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
AnwarKsp-f6c,"KLO dia mau jangankan pertalait ,pertamak pun gampang",netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
EllyOik,Swipping semua SPBU cek dadakan biar semua SPBU di Indonesian ini tidak bermain curang terus.,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
wahyudiyanto1768,Woow,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
ShrSuhartopwr,Dari kilang  Cepu  mungkin itu bbm,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
UmaySumarsono-x9i,Motorku jadi korban berebet mati dadakan jdi koma motorku,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
saepisaepudin3708,Bahlil Bun Bahlul  nyusin masarakat ajah  dulu gas elpiji 3 kg sekarang  pertalite campur etanol  semoga pak Perbowo segera  memecat si Bahlil,positif,1,0,1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
RizkiTourLombok-s3v,Rizky terlalu Lombok,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
dayup.3863,Wow 😳😲,positif,1,0,1,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
Yukimura99,"Masyarakat beli bensin tanpa meminta struk, karna udah percaya, tapi kalo dihianati ya susah bos",negatif,0,1,-1,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
Zippy_zip-d9d,"Bahlul masih cuek terus dengan tameng Nasionalis dan kedaulatan, lebih gila dibandingkan dengan US, Coba introspeksi apakah kwalitas BBM sama??!! Otak dipake oiii, Menteri ABS akan susah diganti apalagi ketua partai, makanya seenak udelnya aja...",negatif,0,2,-2,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
mochamadridwan2087,Tenang di kantong ada 11 T😂,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
MisNawi-p1v,Probolinggo lagi pak bkn cuma tuban,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
damarilhamp.1524,Bahlil tanggung jwb😂,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
channelwin.8904,"Hanya dinegara ini masalah yang sudah merugikan rakyat dapat diselesaikan dengan kata "" MA'AF "".",netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
johangoo3901,Harus persiden tegas motor mobil hacur,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
AriYusmar-n4d,PUASLAH HATI SI BAHLOL.....,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
DedeSyaefudin-u8f,Dasar gara2  mantri bahlul,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
MarinGamingg,Balil asu,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
judikastalone6403,"Pertamina banyak yg nakal, pengennya untung besar",netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
andrenoviarfirmansyah8277,Udh gk msuk akal sii rakyat selalu di rugikan ini mah,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
harrylenardi2502,Cape deh. Bahlil,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
manihardimanihardi2417,"Masyarakat tidak butuh permintaan maaf, gak ada gunanya motor ku sudah mogok, kurang ajar pemerintah senang' sekali nyusahin masyarakat",netral,1,1,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
eddyae7792,Sepeda q mogok jir habis isi bensin,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
crewpuc1152,"Itu akibat campuran etanol,semakin bnyak campuran etanol semakin bnyak bs menyerap Aer dan membuat Tanki bensin mkin cepat karat.kegoblokan aturan si bahlul ini 😅😅",netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
darmaputra6747,"sekalian jangan tanggung tanggung campur , campuran air kencing , bila perlu beli air kencing agar masyarakat bisa buka lapangan kerja !",netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
ratnasarihidayati9664,"Motorku juga mogok, brebet dan tiba tiba mati sampek kecelakaan dijalan. Alhamdulillah aku, bayiku dan kandungan ku masih dilindungi Allah SWT.... gara gara pertalite😭.....dosamu besar pak bahlil.....hajat hidup orang banyak kau permainkan....KLO ada apa apa pada keluarga ku, kutuntut kau sampai hari pembalasan😢",positif,1,0,1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
mandi.kembang,"yang jadi masalah, bagaimana air bisa masuk ke tangki? apa sewaktu ngisi terkena tampiasan air hujan? krn etanol seolah-olah menjadi katalis jumlah air yang meningkat di dalam tengki. atau malah bensinya yang sudah bercampur dengan air. kasus pertamax atopun ptalite yang bercampur dg air sudah bukan barang aneh lagi di spbu pertamina. apalagi kalo daerahnya rawan banjir",negatif,0,1,-1,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
dianindra8501,"mobil saya kemarin tgl 29 okt 2025 isi pertalite di spbu jl hasan genggong (selatan randu pangger) kota probolinggo, hari ini saya pakai mulai brebet dan jalan tersendat sendat. harus lapor kemana ini ya??",netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
nilamsari3171,Ini kehendaknya Presiden...Bahlil menteri yg tunduk patuh pada setiap perintah / arahan BowWo ..,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
rachmadsaidi4363,Tolong pak PRESIDEN PRABOWO COPOT SEMUA DIREKTUR PERTAMINA SERTA MENTRI BAHLUL YANG menyusahkan dan menyengsarakan RAKYAT korban dari pertamina pengoplos pertalit😮😮😮😮😮😮.,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
MulyadiMulyadi-y4q,bukanya memberikan yang tetbaik malah menyusahkan,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
Punishment-xxx,"Ga bakalan diganti bu. Ibu cuma rakyat kecil. Mana sanggup lawan bumn ??? Terima nasib, buat pelajaran supaya lain kali jgn isi pertamina. "" Pasti Menang """,positif,1,0,1,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
hadirusmanto4034,"Makin tidak percaya dengan pertamina, sebetulnya udh dari dulu baru kebongkar sekarang , sepintar2 nya menutupi bangakai bakal ketauan , jadi jgn bohongi rakyat, rakyat sudah susah makin tega para pejabat.",negatif,0,1,-1,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
Muhtadi-t7s,"Demo Pertamina AE Kediri kota 
Motor mbrebet",negatif,0,1,-1,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
sodikinkasmun7617,Pertamina gudangnyaKORUPTOR sekarang berulah lagi yg sangat merugikan RAKYAT..sungguh hebat pertamina  nipunya,positif,1,0,1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
Tihams,enteng minta maaf arek opo koen iku..😅😅,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
denimr6039,Skrg saya Belinya BBM di fasilitas SPBU yang baru..Krn dulu sering brebet beli di fasilitas SPBU yang sudah lama,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
ahanabenkbruno,"Di kalsel juga , saya merasakan dan saya menguras eh kecuan bau alkohol , mogok"" mulu",negatif,0,1,-1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
AriSusantojz12kaa,Trus sek salah sopo.opo Yo pom me.opo sek nyetori.,negatif,0,1,-1,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
antondanovanmc1734,Udah bener ada SHELL apa sih indonesia ini bikin napok jidat 🤦🏿 ga paham sama pemerintahan skrg,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
Kangmasebro,"Bensin terindikasi dikombo ama etanol...
Akirnya yg isi bbm kudu engkol dan dongkol
Yg kombo emang....
Etano= eta otak nol...😂
Nol pmp
Nol ppkn
Nol empati...
Nol..ape aje...🤣🤣",negatif,0,1,-1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
nonongmisiyani158,"Bahlil. Tu. D, sembeLeh. Aja Tu. Krja gk ben er. Suru minum bahlil. Tu",netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
JefriFatih-x2k,"ttp termull bener "" bikin rusak.",negatif,0,1,-1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
JoeST-zi7pr,PERTAMINA sarang KORUPTOR.. adapun MENTERI ESDM dan BUMN.... gakk kapable,negatif,0,1,-1,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
orangbodo1183,..alesan buat hilangkan produk pertalite buat paksa masyarakat pake bbm ethanol,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
abdularies2683,"Jawa Timur uji coba dari helm sekarang BBM pertalite campur ethanol kalau berhasil se-Indonesia pertalite campur ethanol,Karna gagal Pertamina malu besar siap yg tanggung jawab",positif,2,1,1,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
nasiruddinsby1123,Kalau mau di tes pertalite nya tolong ambil pertalite yg ada dalam tangki motor yg mogok pak jangan ambil di tengki penyimpanan di pom pertamina,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
arieswahyudi7384,Di kalsel juga,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
MulyadiMulyadi-y4q,bukanya membuat rakyat senang malah nyusahin rakyat,positif,1,0,1,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
ZennZenn-s2l,"BAHLIL PECAT...
Prabowo mbulet ruwet...",netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
dewahyudi9549,"Dari 2018 hingga 2023 kasus Mega Korupsi, Pertamax di Oplos ngak pernah ada ganti rugi ke Masyarakat",negatif,0,2,-2,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
yohanessuryoprabowo8760,Proyek ethanol nya Bahlil 😂😂😂😂,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
mohhasim-fn4gc,BAHLIL EMANG BAHLUL DAGJAL KOK DI PELIHARA SAMA PAK PRABOWO,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
ruknawed350,Coba yang cek TNI..buyarno polisi,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
difa-c7n,Punya ku jg sma abis isi mcet,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
susantosusanto9170,Ini bukan masalah ditanggung perbaikan tp udah termasuk penipuan dan bs dipidanakan,negatif,0,1,-1,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
AbiMamo-w4v,"Motor sehat jadi brebet tau2 mati 😢 dzolim lu pada astagfirullah

Saya tap baunya maCAM Bensin yang d campur cat",negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
WiraHadiKusuma-x1o6z,Ini kerjaan Buronan Riza Chalid utk merusak nama Pertamina,negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
dwisalsa,Adili Bahlil...!!!,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
kiwitmalang1411,Dah gak percaya pertamina.. ganti pom warna ijo,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
ahmadsobari633,tdk dioplospun masi untung kenapa harus pakai etanol  koplak otaknya,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
sumantomanto4521,Campuran bensin sama oktanol kalau di cek visual gak ada masalah,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
thohaibrahim-h6n,🎉456🎉,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
gilbertybanez5435,Kaltim lebih duluan ngerasain sebelum jatim.dan akhir nya penajam balikpapan dan Samarinda pada brebet semua.,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
dwisalsa,Adili Bahlil...!!!,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
kang_obeth,Kuningan woooiii di cek,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
ronaldtopia7746,"Bukan tim ahli yang di ambil 😂 , knp polisi ?",netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
nyapz23,"Dimainkan itu, 😂",netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
studioalit4926,Saya juga sama. Isi PERTAMAX ada campurannya. Awalnya tidak tau. Mengapa kok mogok. Setelah di cek di bengkel ternyata. Tercampur,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
prabubj,"Bahlul yg ngoplos itu,",netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
agustinusbessie2209,"Lapor Polisi juga percuma.
Wong di Pertamina Pusat jg korupsinya ga jelas penanganannya padahal kerugian Negara sampai 900 Triliun, tapi yg ditangkap kecoa2nya doang",netral,1,1,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
metalhead1796,PERTAMINA emang BUSUUUKKKKKKKKKKK,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
herryjavanese9145,"Mulai dari Tuban, Bojonegoro, lamongan, Gresik, Surabaya lanjut merambat ke timur",netral,0,0,0,Health Tips with Uloma,"apakah nama ibumu di sini, cek #roblox #trending #lucu"
OeunHiroshe-b6i,Motor gw pernah turun mesin gara2 pernah pake pertilate... padahal waktu gw pake shel motor gw sehat2 aja... memang tae lah pertamina dan bahlil,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
ronaldomarselinus15,Itu penyebnya karena pernah pake Pertamax,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
rosidfajar4385,"MINTA MAAF DOANG, KERUGIAN KONSUMEN GIMANA😅",negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
dutamakelar8684,Scopy entek 800 anjng,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
abualtan6416,Ganti menteri Bahlul!,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
talentapersada5895,"Sudah sering terjadi, harus di lidik dan di beri sanksi oencabutan perijinan nya.Mengingat hak perlindungan konsumen berlaku.Dan jika ada unsur kesengajaan ,pidana kan.",netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
mukiyocoy5354,Emang ga ada berani yaa nyantet si bahlil? 😂,netral,0,0,0,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
apriliamia4943,Minta tolong SBU WIYUNG DAN KARANG PILANG di espek,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
soloplayer.origin,"Percuma sidak, lha wong bbmnya sudah terdistribusi ke masyarakat. Pasti sudah diganti yang baru.",netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
difa-c7n,Punya ku jg sma abis isi mcet,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
YadiDuro,Ancen asuuuuuu kbeh wonge my Pertamina nyusahin rakyat trus,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
hendrawijaya8485,"Hahahaa😂
Kalo sidak sendiri ya udah akal akal zaman raja mazapahit Rojo molyono...
Yang di Cek (priksa)sudah khusus tempat nya 😂",netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
yihaho1466,"Kebijakan dongo,,pajak kendaraan naik ,,pertalite dipola ,,dibilang komunis bukan,tapi memonopoli pasar... Dikit2 nyontoh negara eropa pake ini itu,ingat bos iklim negara aja gak sama,apalagi teknologi kendaraan yg ada dikonoha mampu gak??",negatif,0,1,-1,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
mhmaulana7865,"Ngapain  nyidak SPBU , lah pelakunya bahl*l, sudah di bilang mau di campur etanol, gayaan aj nyelidiki , prettt pol*lis* cari muka biar sok jadi pahlawan",negatif,0,1,-1,Health Tips with Uloma,"apakah nama ibumu di sini, cek #roblox #trending #lucu"
crewpuc1152,"Itu akibat campuran etanol,semakin bnyak campuran etanol semakin bnyak bs menyerap Aer dan membuat Tanki bensin mkin cepat karat.kegoblokan aturan si bahlul ini 😅😅",netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
Henzo-e1e,Ini tuh gara gara ETHANOL banyak. Nanti pura pura ga tau pasti.,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
AbiMamo-w4v,"Motor sehat jadi brebet tau2 mati 😢 dzolim lu pada astagfirullah

Saya tap baunya maCAM Bensin yang d campur cat",negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
Supardi-qf9sv,Seharusnya semua spbu dicek,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
MohamadHanif-i4n,Negara apa Ini…selalu menyusahkan rakyat ya sendiri😂😂😂,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
timboljelodong6118,di proses,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
kingtheyufi945,Itu jakarta y ka,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
RifalIqbalfaisal,Mereka ngulik biar untung.,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
fathan404,"Bahlil Bahlil, tadi anak Sy kuliah d  Jember  spd motorx brebet padahal motor baru Honda Stylo ini gmn.P Presiden pecat aja si Bahlil.",netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
aseptrisnoharahap4573,Jwaban mreka pasti kami akan klarifikasi bukan di benahi dn di sidak dn sanksi tegas bgi pelaku kecurangan 😏😏,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
RioRio-b9h1d,"Di negara kita engk ada yang asli semua nya oplosan 
BBM oplosan 
Beras oplosan 
Minyak oplosan 
Telur oplosan
Apalagi 
Semua nya di oplos",netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
HoahoeLala,Pertam Pertamina hrs bertanggungjawab,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
andreviarrle7524,"Pertamina harus bertanggung jawab , motor anak saya pakai pertamax aja msh rusak berarti gmn kualitas bbm peetamina ya",negatif,0,1,-1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
WiraHadiKusuma-x1o6z,Ini kerjaan Buronan Riza Chalid utk merusak nama Pertamina,negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
SaifulArifin-p6n,Harus di adili sama yg berwajib harus di hukum itu harus,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
Sinchan-m5l,Minta maaf doang xianjing ini. Tnagkap dalang pengoplos bbm itu. Kami tau sekarang alasan shell g mau beli bbm oplosan kalian😂😂😂😂😂,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
JalanKeliling-ib6rn,Percuma. Kita pernah buat laporan ke pihak Pertamina. Tapi pihak tersebut dikembalikan ke SPBU yang kita laporkan,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
naufalchanel2987,enak ya cuma minta maaf,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
賴安李,Genk mulyono meresahkan rakyat ‼️,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
syamsuldaham1899,Bekukan juga izin usahanya,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
iperjitupalongan7104,Surabaya lagi rame motor mogok setelah isi perlaite dari spbu,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
